着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,馬主,賞金(万円),label,race_id
3,7,7,サンティール,牝5,55.0,三浦皇成,2:00.5,1.1/2,6-6-6-6,35.8,8.6,6.0,484(-4),[東]鹿戸雄一,吉田勝己,463.0,1,201906030210
4,4,4,ルーカス,牡4,57.0,石橋脩,2:00.5,クビ,7-7-8-8,35.6,8.2,5.0,510(+10),[東]堀宣行,シルクレーシング,270.0,0,201906030210
5,8,10,レーツェル,牝4,55.0,藤岡佑介,2:00.8,1.3/4,3-3-4-3,36.3,5.1,3.0,490(+12),[東]伊藤大士,キャロットファーム,182.0,0,201906030210
6,3,3,ケンホファヴァルト,牡6,57.0,勝浦正樹,2:01.0,1.1/4,4-3-1-1,37.4,30.8,8.0,464(-8),[西]森秀行,中西宏彰,,0,201906030210
7,1,1,ギブアンドテイク,セ8,57.0,松岡正海,2:01.1,3/4,8-8-8-8,36.3,38.3,9.0,472(-6),[東]鹿戸雄一,嶋田賢,,0,201906030210
8,2,2,オウケンブラック,牡8,57.0,武藤雅,2:01.7,3.1/2,10-10-10-10,36.7,116.1,10.0,484(+4),[東]田中剛,福井明,,0,201906030210
9,7,8,ジェシー,牡4,57.0,田辺裕信,2:01.8,3/4,2-2-2-2,38.1,3.5,1.0,478(-2),[西]中内田充,キャロットファーム,,0,201906030210
10,6,6,ショウナンマルシェ,セ8,57.0,ミナリク,2:01.9,3/4,1-1-3-3,37.8,28.3,7.0,484(0),[東]古賀史生,国本哲秀,,0,201906030210
1,7,7,エアジーン,牝3,54.0,石橋脩,2:02.1,,4-4-3-3,36.1,6.3,3.0,448(-6),[東]堀宣行,ラッキーフィールド,"1,022.4",1,201906030109
2,2,2,エトワール,牝3,54.0,戸崎圭太,2:02.1,クビ,4-4-3-4,36.1,2.6,2.0,474(-4),[東]牧光二,近藤英子,406.4,1,201906030109
3,1,1,グランデストラーダ,牝3,54.0,ミナリク,2:02.4,2,6-6-6-6,36.2,22.9,7.0,472(-8),[西]友道康夫,シルクレーシング,253.2,1,201906030109
4,8,8,アックアアルタ,牝3,54.0,三浦皇成,2:02.6,1.1/4,2-2-2-2,36.9,31.3,8.0,448(+2),[西]清水久詞,サンデーレーシング,150.0,0,201906030109
5,4,4,ローズテソーロ,牝3,54.0,大野拓弥,2:02.6,ハナ,9-9-8-7,35.7,14.9,5.0,448(0),[東]金成貴史,了徳寺健二ホールディングス,100.0,0,201906030109
6,8,9,メッシーナ,牝3,54.0,Ｍ．デム,2:03.3,4,1-1-1-1,37.8,2.5,1.0,462(-6),[東]萩原清,サンデーレーシング,,0,201906030109
7,3,3,トロハ,牝3,54.0,内田博幸,2:03.6,1.3/4,8-8-8-8,36.8,17.5,6.0,468(-4),[西]浜田多実,橋元勇氣,,0,201906030109
8,6,6,ファクトゥーラ,牝3,54.0,池添謙一,2:04.7,7,2-2-3-4,38.8,68.5,9.0,460(+2),[西]吉村圭司,キャロットファーム,,0,201906030109
9,5,5,ロジシルキー,牝3,54.0,武豊,2:11.3,大,6-7-7-8,44.7,8.8,4.0,546(+2),[東]大竹正博,久米田正明,,0,201906030109
1,1,1,メイショウテッコン,牡4,55.0,武豊,2:34.2,,1-1-1-1,35.4,4.9,3.0,510(+2),[西]高橋義忠,松本好雄,"6,785.4",1,201906030111
2,6,7,エタリオウ,牡4,55.0,Ｍ．デム,2:34.4,1.1/4,6-5-2-2,35.6,2.1,1.0,466(-6),[西]友道康夫,Ｇリビエール・レーシング,"2,724.4",1,201906030111
3,4,4,サクラアンプルール,牡8,56.0,横山典弘,2:34.6,1.1/4,5-5-7-5,35.2,8.2,4.0,484(-4),[東]金成貴史,さくらコマース,"1,712.2",1,201906030111
4,7,10,ハッピーグリン,牡4,55.0,服部茂史,2:34.8,1.1/4,4-4-5-5,35.5,93.7,10.0,458(-6),[地]田中淳司,会田裕一,"1,000.0",0,201906030111
5,2,2,ゴーフォザサミット,牡4,56.0,石橋脩,2:34.9,クビ,3-3-3-3,35.9,19.6,6.0,512(+18),[東]藤沢和雄,山本英俊,670.0,0,201906030111
6,5,6,ルックトゥワイス,牡6,56.0,戸崎圭太,2:35.0,1/2,7-7-9-8,35.3,4.3,2.0,448(-2),[西]藤原英昭,飯塚知一,,0,201906030111
7,8,12,クリンチャー,牡5,56.0,三浦皇成,2:35.3,2,7-7-5-5,36.0,13.9,5.0,494(+4),[西]宮本博,前田幸治,,0,201906030111
8,5,5,ブラックバゴ,牡7,56.0,池添謙一,2:35.6,2,12-12-11-8,35.7,23.9,7.0,524(-4),[東]斎藤誠,シルクレーシング,,0,201906030111
9,8,11,チェスナットコート,牡5,56.0,坂井瑠星,2:35.8,1,7-7-8-8,36.2,40.9,9.0,468(0),[西]矢作芳人,窪田康志,,0,201906030111
10,7,9,カフェブリッツ,牡6,56.0,蛯名正義,2:35.9,1/2,2-2-3-3,36.9,35.6,8.0,538(-8),[西]池江泰寿,西川光一,,0,201906030111
11,3,3,アクションスター,牡9,56.0,大野拓弥,2:36.8,5,10-10-11-8,36.9,517.8,12.0,474(-6),[東]和田勇介,福井明,,0,201906030111
12,6,8,グランアルマダ,セ7,56.0,石川裕紀,2:37.1,1.1/2,10-10-10-12,37.3,313.2,11.0,532(-4),[西]西園正都,サンデーレーシング,,0,201906030111
1,6,8,ダイワメモリー,牝4,55.0,内田博幸,2:00.0,,7-7-6-2,35.1,9.7,7.0,476(-6),[東]国枝栄,大城敬三,750.0,1,201906020808
2,4,4,ミッキーバード,牡4,57.0,川田将雅,2:00.0,クビ,5-5-6-5,35.1,8.1,5.0,530(+18),[東]尾関知人,野田みづき,300.0,1,201906020808
3,5,6,ジョブックコメン,牝4,55.0,武豊,2:00.4,2.1/2,11-11-11-9,35.1,5.0,3.0,426(-4),[東]小桧山悟,萩本企画,190.0,1,201906020808
4,6,9,ライトカラカゼ,牡4,57.0,吉田豊,2:00.6,3/4,12-12-12-12,35.1,6.9,4.0,468(-10),[東]相沢郁,星野壽市,110.0,0,201906020808
5,8,13,プランスシャルマン,牡6,57.0,三浦皇成,2:01.0,2.1/2,8-8-8-5,35.9,28.1,8.0,474(-12),[東]畠山吉宏,村野康司,75.0,0,201906020808
6,2,2,シュバルツリッター,牡4,57.0,大野拓弥,2:01.2,1.1/4,10-10-8-9,36.1,8.4,6.0,468(-2),[東]伊藤大士,ライオンレースホース,,0,201906020808
7,1,1,ムーンライトナイト,牝4,55.0,松岡正海,2:01.4,1.1/2,8-8-8-7,36.3,4.8,2.0,442(-2),[東]久保田貴,シルクレーシング,,0,201906020808
8,4,5,クリノオスマン,セ5,54.0,木幡育也,2:01.6,1.1/4,3-3-4-9,36.8,77.6,10.0,452(+4),[東]伊藤伸一,栗本博晴,,0,201906020808
9,8,12,アルカサル,セ6,57.0,石橋脩,2:01.7,1/2,3-3-2-2,37.1,3.6,1.0,520(-2),[東]大竹正博,サンデーレーシング,,0,201906020808
10,7,11,ブラックギムレット,牡5,55.0,菊沢一樹,2:01.8,3/4,5-5-4-1,37.1,91.4,11.0,444(-6),[東]稲垣幸雄,黒澤尚,,0,201906020808
11,3,3,ラントシャフト,牝5,55.0,丹内祐次,2:01.9,1/2,12-12-13-13,36.1,151.7,12.0,460(+4),[東]佐藤吉勝,サラブレッドクラブ・ラフィアン,,0,201906020808
12,5,7,ウインオルビット,牡4,57.0,黛弘人,2:02.1,1.1/4,1-1-1-2,37.7,53.1,9.0,490(-2),[東]青木孝文,ウイン,,0,201906020808
13,7,10,ノーブルカリス,牝4,52.0,小林凌大,2:03.6,9,2-2-2-7,39.1,308.0,13.0,464(+2),[東]菊川正達,吉木伸彦,,0,201906020808
1,1,2,マイネルステレール,牡3,54.0,野中悠太,2:02.8,,1-1-1-1,35.7,13.1,4.0,468(+4),[東]菊川正達,サラブレッドクラブ・ラフィアン,500.0,1,201906020706
2,6,11,ハリスホーク,牡3,56.0,浜中俊,2:02.8,ハナ,15-15-4-2,35.5,6.5,3.0,566(+18),[東]中川公成,シルクレーシング,200.0,1,201906020706
3,4,8,イサク,牡3,56.0,戸崎圭太,2:02.9,3/4,3-3-2-2,35.7,4.7,2.0,466(-4),[東]岩戸孝樹,ゴドルフィン,130.0,1,201906020706
4,1,1,ライル,牡3,56.0,石橋脩,2:03.4,3,3-3-4-5,36.0,1.8,1.0,492(-6),[東]手塚貴久,サンデーレーシング,75.0,0,201906020706
5,2,4,ナミブ,牡3,56.0,杉原誠人,2:03.4,クビ,2-2-2-2,36.2,29.7,9.0,448(+2),[東]南田美知,ミルファーム,50.0,0,201906020706
6,5,10,アッシュドール,牡3,55.0,木幡巧也,2:03.7,1.3/4,14-14-13-9,35.8,23.1,6.0,506(0),[東]勢司和浩,西浩明,,0,201906020706
7,8,16,パワポケチャラット,牡3,56.0,三浦皇成,2:03.9,1.1/4,12-13-7-6,36.3,51.6,10.0,438(-2),[東]中野栄治,柳原達也,,0,201906020706
8,2,3,クリノイヴァンカ,牝3,54.0,横山典弘,2:03.9,ハナ,5-5-7-8,36.4,15.3,5.0,450(-8),[東]天間昭一,栗本博晴,,0,201906020706
9,3,5,コマノヴァンドール,牝3,54.0,柴田大知,2:03.9,ハナ,5-5-7-6,36.4,29.6,8.0,470(0),[東]菊川正達,長谷川芳信,,0,201906020706
10,6,12,コンステレーション,牝3,52.0,菊沢一樹,2:04.3,2.1/2,8-8-7-9,36.7,69.3,11.0,382(-6),[東]手塚貴久,サラブレッドクラブ・ラフィアン,,0,201906020706
11,3,6,トーセンダイキリ,牡3,56.0,嶋田純次,2:04.5,1.1/2,9-8-11-12,36.7,253.8,15.0,490(0),[東]小笠倫弘,島川隆哉,,0,201906020706
12,4,7,ピカブー,牝3,51.0,藤田菜七,2:04.9,2.1/2,9-10-13-12,37.0,99.3,12.0,422(-4),[東]武市康男,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,,0,201906020706
13,8,15,セイウンフェアリー,牝3,54.0,勝浦正樹,2:05.5,3.1/2,11-11-11-14,37.8,210.3,13.0,462(0),[東]栗田徹,西山茂行,,0,201906020706
14,7,14,サトノミレニアム,牡3,56.0,ミナリク,2:05.6,1/2,12-11-13-15,37.7,25.0,7.0,516(-16),[東]木村哲也,サトミホースカンパニー,,0,201906020706
15,5,9,ピエタフィリアーレ,牡3,53.0,小林凌大,2:06.2,3.1/2,16-16-16-16,37.1,261.0,16.0,470(-8),[東]菊川正達,佐伯太朗,,0,201906020706
中,7,13,ネイトフォンテン,牝3,51.0,木幡育也,,,5-5-4-9,,232.1,14.0,450(0),[東]戸田博文,吉橋興生,,0,201906020706
1,8,8,ハナレイムーン,牝5,55.0,Ｍ．デム,2:02.2,,7-7-6-6,34.4,4.1,3.0,440(+10),[東]堀宣行,金子真人ホールディングス,"1,100.0",1,201906020708
2,7,7,オスカールビー,牝4,55.0,戸崎圭太,2:02.2,アタマ,1-1-1-1,35.3,4.0,2.0,488(0),[西]矢作芳人,森保彦,440.0,1,201906020708
3,2,2,アグレアーブル,牝6,55.0,岩田康誠,2:02.6,2.1/2,3-3-2-3,35.4,2.8,1.0,500(-2),[東]斎藤誠,シルクレーシング,280.0,1,201906020708
4,4,4,エッジースタイル,牝6,55.0,池添謙一,2:02.8,1.1/2,3-3-2-3,35.6,5.7,4.0,480(+10),[西]高橋義忠,サンデーレーシング,170.0,0,201906020708
5,3,3,ホウオウパフューム,牝5,55.0,横山典弘,2:03.0,1,2-2-2-2,35.9,7.2,5.0,486(+8),[東]奥村武,小笹芳央,110.0,0,201906020708
6,1,1,ハイヒール,牝4,55.0,石橋脩,2:03.2,1.1/4,5-5-5-5,35.7,13.3,6.0,438(-6),[西]清水久詞,石川達絵,,0,201906020708
7,5,5,フレスコパスト,牝5,52.0,藤田菜七,2:04.4,7,8-8-8-8,36.3,64.0,7.0,428(+18),[東]中野栄治,岡田壮史,,0,201906020708
8,6,6,ジスモンダ,牝4,55.0,杉原誠人,2:04.7,1.3/4,6-6-7-7,36.7,159.6,8.0,476(+2),[東]加藤士津,ミルファーム,,0,201906020708
1,4,7,スマイル,牡3,56.0,ミナリク,2:15.7,,11-12-10-12,35.1,5.2,2.0,526(0),[東]堀宣行,石川達絵,500.0,1,201906020605
2,7,14,ラヴィアンレーヴ,牡3,56.0,津村明秀,2:15.8,3/4,14-14-13-13,34.8,25.7,9.0,444(-6),[東]田村康仁,キャロットファーム,200.0,1,201906020605
3,3,6,ブライティアセルバ,牝3,54.0,戸崎圭太,2:16.1,1.3/4,8-8-6-3,35.7,3.2,1.0,432(+4),[東]武井亮,小林昌志,130.0,1,201906020605
4,1,1,グランヴィスタ,牡3,56.0,田辺裕信,2:16.2,1/2,5-4-4-4,36.1,5.3,3.0,516(+6),[東]栗田徹,キャロットファーム,75.0,0,201906020605
5,2,4,オセアグレイト,牡3,56.0,三浦皇成,2:16.2,クビ,11-10-10-8,35.6,6.5,4.0,486(-4),[東]菊川正達,ＩＨＲ,50.0,0,201906020605
6,6,12,ゲットリズム,牡3,53.0,藤田菜七,2:16.5,2,5-4-6-4,36.1,54.4,11.0,506(0),[東]林徹,ジャコモ,,0,201906020605
7,2,3,マイネルペンドラム,牡3,56.0,柴田大知,2:16.7,1.1/4,8-8-6-8,36.3,10.5,5.0,454(-2),[東]手塚貴久,サラブレッドクラブ・ラフィアン,,0,201906020605
8,4,8,ダイワエターナル,牝3,54.0,勝浦正樹,2:16.7,クビ,11-12-10-8,36.0,19.4,8.0,450(-4),[東]菊沢隆徳,大城敬三,,0,201906020605
9,3,5,フライクーゲル,牡3,56.0,松山弘平,2:16.8,クビ,5-4-6-8,36.5,13.5,7.0,476(-2),[東]黒岩陽一,水上行雄,,0,201906020605
10,8,15,ショウチクバイ,牡3,56.0,杉原誠人,2:17.0,1.1/2,2-2-2-4,37.0,131.5,13.0,482(-6),[東]宗像義忠,ミルファーム,,0,201906020605
11,8,16,エコロドリーム,牡3,56.0,柴田善臣,2:17.2,1.1/2,4-4-4-1,37.1,12.2,6.0,466(-14),[東]岩戸孝樹,原村正紀,,0,201906020605
12,5,10,ゴンジセ,牝3,51.0,菅原明良,2:17.2,ハナ,14-14-15-14,35.7,139.1,14.0,460(+6),[東]中川公成,西森鶴,,0,201906020605
13,1,2,スタープレゼンス,牡3,56.0,内田博幸,2:17.7,3,16-16-16-14,36.1,53.6,10.0,434(+4),[東]黒岩陽一,ヤナガワ牧場,,0,201906020605
14,6,11,テイエムワンダー,牝3,53.0,木幡巧也,2:18.3,3.1/2,2-2-2-2,38.3,172.8,15.0,408(-6),[東]加藤和宏,竹園正繼,,0,201906020605
15,5,9,フライトストリーム,牡3,56.0,石川裕紀,2:18.5,1.1/2,1-1-1-4,38.6,120.0,12.0,480(+8),[東]高柳瑞樹,シルクレーシング,,0,201906020605
16,7,13,ウインコンダクター,牡3,54.0,菊沢一樹,2:18.8,1.3/4,10-10-13-16,37.7,259.3,16.0,464(+10),[東]畠山吉宏,ウイン,,0,201906020605
1,8,10,ザダル,牡3,56.0,田辺裕信,2:01.2,,5-5-6-4,34.8,9.0,5.0,484(-2),[東]大竹正博,キャロットファーム,720.0,1,201906020606
2,2,2,レターオンザサンド,牡3,56.0,津村明秀,2:01.2,クビ,3-3-3-2,35.5,4.9,2.0,486(0),[西]藤岡健一,小川勲,290.0,1,201906020606
3,7,7,ヴァンランディ,牡3,56.0,戸崎圭太,2:01.4,1.1/4,9-8-7-7,34.8,1.9,1.0,450(+6),[東]藤沢和雄,サンデーレーシング,180.0,1,201906020606
4,5,5,ヴィエナブロー,牝3,51.0,藤田菜七,2:01.9,3,5-7-5-4,35.7,5.3,3.0,442(-2),[東]林徹,吉田千津,110.0,0,201906020606
5,6,6,ウレキサイト,牡3,56.0,中谷雄太,2:02.3,2.1/2,4-4-4-4,36.2,7.9,4.0,502(+2),[西]松永幹夫,シルクレーシング,72.0,0,201906020606
6,1,1,マイネルエキサイト,牡3,56.0,柴田大知,2:02.5,1.1/2,1-2-2-2,37.1,48.8,7.0,478(+2),[東]黒岩陽一,サラブレッドクラブ・ラフィアン,,0,201906020606
7,7,8,マジェスティゲート,牡3,56.0,石川裕紀,2:03.1,3.1/2,2-1-1-1,37.9,12.3,6.0,468(-10),[東]高柳瑞樹,ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,,0,201906020606
8,3,3,ジユウノメガミ,牝3,54.0,武士沢友,2:04.6,9,9-8-8-8,37.6,232.9,10.0,468(+2),[東]加藤士津,ミルファーム,,0,201906020606
9,4,4,アトミックスワップ,牝3,52.0,野中悠太,2:04.8,1.1/4,5-5-8-8,37.8,221.3,9.0,454(0),[東]古賀史生,田頭勇貴,,0,201906020606
10,8,9,マンゴープリン,牝3,54.0,大庭和弥,2:07.1,大,8-8-8-10,40.0,204.7,8.0,426(-4),[東]石毛善彦,田頭勇貴,,0,201906020606
1,8,11,イェッツト,牡4,57.0,蛯名正義,2:00.6,,8-8-8-6,35.0,2.0,1.0,480(-4),[東]金成貴史,近藤英子,"1,523.8",1,201906020609
2,3,3,ウインイクシード,牡5,57.0,松岡正海,2:00.6,アタマ,3-3-4-3,35.5,7.4,4.0,494(+4),[東]鈴木伸尋,ウイン,606.8,1,201906020609
3,1,1,フォワードカフェ,牡7,57.0,内田博幸,2:01.2,3.1/2,9-9-9-11,35.5,102.0,10.0,536(+16),[東]和田勇介,西川恭子,383.4,1,201906020609
4,4,4,マイネルスフェーン,牡5,57.0,柴田大知,2:01.3,クビ,6-6-7-6,35.9,72.4,8.0,464(-2),[東]武市康男,サラブレッドクラブ・ラフィアン,230.0,0,201906020609
5,7,8,ロードプレミアム,牡6,57.0,三浦皇成,2:01.3,クビ,11-9-9-9,35.6,26.0,7.0,506(+2),[東]斎藤誠,ロードホースクラブ,150.0,0,201906020609
6,6,7,ショワドゥロワ,牡5,57.0,ミナリク,2:01.4,3/4,3-5-4-3,36.2,12.3,6.0,510(0),[東]鹿戸雄一,村野康司,,0,201906020609
7,7,9,モクレレ,牡5,57.0,戸崎圭太,2:01.5,クビ,6-6-6-5,36.2,4.9,2.0,518(-4),[東]国枝栄,金子真人ホールディングス,,0,201906020609
8,5,5,サブライムカイザー,牡7,57.0,津村明秀,2:01.6,3/4,9-9-9-9,35.8,8.9,5.0,502(-12),[東]池上昌和,ヒダカ・ブリーダーズ・ユニオン,,0,201906020609
9,2,2,フリージングレイン,牡5,57.0,田辺裕信,2:01.7,1/2,2-2-2-2,36.8,6.5,3.0,526(+2),[東]古賀慎明,社台レースホース,,0,201906020609
10,8,10,セガールモチンモク,セ5,57.0,武藤雅,2:02.3,3.1/2,1-1-1-1,37.5,96.9,9.0,492(+8),[東]粕谷昌央,小田切有一,,0,201906020609
11,6,6,コスモアルヘナ,牡7,57.0,宮崎北斗,2:03.1,5,3-3-2-6,38.1,197.2,11.0,480(-10),[東]武市康男,ビッグレッドファーム,,0,201906020609
1,7,9,パリンジェネシス,牡5,55.0,川田将雅,2:35.7,,1-1-1-1,34.4,4.2,3.0,518(-6),[西]清水久詞,キャロットファーム,"1,847.3",1,201906020510
2,5,5,タイセイトレイル,牡4,54.0,岩田康誠,2:36.0,2,2-2-2-2,34.6,9.7,5.0,488(+4),[西]矢作芳人,田中成奉,737.8,1,201906020510
3,5,6,ゴールドギア,牡4,55.0,三浦皇成,2:36.1,1/2,10-9-7-4,34.2,12.3,6.0,478(-4),[東]伊藤圭三,有馬博文,463.9,1,201906020510
4,3,3,ヴァントシルム,牡5,55.0,田辺裕信,2:36.2,クビ,5-5-5-5,34.6,4.0,2.0,484(+6),[西]須貝尚介,キャロットファーム,270.0,0,201906020510
5,6,8,フェイズベロシティ,牝6,53.0,ミナリク,2:36.4,1.1/2,10-11-10-7,34.3,6.6,4.0,458(-6),[東]萩原清,池谷誠一,182.0,0,201906020510
6,4,4,ロサグラウカ,牝4,54.0,石橋脩,2:36.5,クビ,3-3-3-2,35.0,3.9,1.0,442(-8),[東]尾関知人,サンデーレーシング,,0,201906020510
7,2,2,ララエクラテール,牡7,54.0,戸崎圭太,2:36.5,ハナ,6-6-7-5,34.7,15.0,7.0,434(-2),[西]今野貞一,フジイ興産,,0,201906020510
8,7,10,マイネルクラース,牡5,56.0,内田博幸,2:36.7,1.1/2,8-6-6-7,35.0,21.8,8.0,464(+2),[東]高木登,サラブレッドクラブ・ラフィアン,,0,201906020510
9,8,11,コウキチョウサン,牡6,54.0,松岡正海,2:36.9,1.1/4,8-6-7-10,35.0,23.9,9.0,468(0),[東]和田正一,チョウサン,,0,201906020510
10,1,1,ウインブルーローズ,牡7,51.0,木幡初也,2:37.1,1.1/4,7-9-10-10,35.0,107.6,11.0,500(0),[東]高橋祥泰,ウイン,,0,201906020510
11,6,7,スモークフリー,牡7,54.0,吉田豊,2:37.6,3,12-12-12-12,35.3,109.3,12.0,532(-2),[東]戸田博文,社台レースホース,,0,201906020510
12,8,12,トレジャーマップ,牡8,51.0,柴田大知,2:37.7,クビ,3-3-3-7,36.2,107.2,10.0,474(+30),[東]石栗龍彦,小林英一ホールディングス,,0,201906020510
1,4,8,エターナルヴィテス,牡3,56.0,田中勝春,2:05.5,,4-4-5-5,37.5,3.6,2.0,470(+4),[東]松山将樹,永井廣司,500.0,1,201906020406
2,6,11,レオ,牡3,56.0,大野拓弥,2:05.6,1/2,10-11-10-9,37.1,21.3,5.0,524(-10),[東]伊藤大士,ニッシンレーシング,200.0,1,201906020406
3,3,5,レッドサイオン,牡3,56.0,蛯名正義,2:05.6,ハナ,5-6-6-6,37.4,2.2,1.0,462(0),[東]藤沢和雄,東京ホースレーシング,130.0,1,201906020406
4,2,3,シュテルンシチー,牡3,56.0,三浦皇成,2:05.8,1.1/4,8-8-6-6,37.6,18.0,4.0,456(+2),[東]池上昌和,友駿ホースクラブ,75.0,0,201906020406
5,8,15,ラステラデファルコ,牡3,56.0,ミナリク,2:06.2,2.1/2,13-13-2-4,38.4,4.8,3.0,482(-8),[東]武井亮,武田修,50.0,0,201906020406
6,6,12,オーレア,牝3,54.0,石川裕紀,2:06.6,2.1/2,3-3-2-2,38.9,83.4,11.0,440(+2),[東]高橋祥泰,ビッグレッドファーム,,0,201906020406
7,8,16,ベルロスセレソス,牝3,54.0,内田博幸,2:06.8,1.1/4,15-15-14-13,38.0,125.7,15.0,452(-6),[東]国枝栄,吉田晴哉,,0,201906020406
8,5,10,ニシノアレグロ,牡3,56.0,勝浦正樹,2:06.9,3/4,8-10-6-8,38.7,92.2,12.0,446(-4),[東]萱野浩二,西山茂行,,0,201906020406
9,1,1,エレガントクラウン,牝3,54.0,池添謙一,2:07.1,1.1/4,6-5-6-9,38.9,25.5,8.0,452(-6),[東]大竹正博,杉山忠国,,0,201906020406
10,7,14,サクセスファイター,牡3,56.0,松岡正海,2:07.1,クビ,2-2-1-2,39.4,21.5,6.0,512(+10),[東]中舘英二,高嶋哲,,0,201906020406
11,1,2,デアデビル,牡3,56.0,津村明秀,2:07.1,ハナ,14-13-14-13,38.3,51.7,10.0,494(-8),[東]矢野英一,日進牧場,,0,201906020406
12,7,13,ストレートパンチ,牡3,53.0,山田敬士,2:07.2,1/2,1-1-2-1,39.5,114.1,14.0,470(+6),[東]堀井雅広,諸岡慶,,0,201906020406
13,4,7,カウンターエア,牡3,56.0,田辺裕信,2:07.3,1/2,12-11-12-11,38.6,47.1,9.0,546(-2),[東]奥村武,社台レースホース,,0,201906020406
14,2,4,ビギングローリー,牡3,56.0,戸崎圭太,2:07.3,クビ,16-16-16-16,37.5,22.0,7.0,460(0),[東]中川公成,窪田康志,,0,201906020406
15,5,9,ゴシキセントウキ,牡3,55.0,木幡巧也,2:07.7,2.1/2,6-6-10-13,39.2,113.5,13.0,492(+10),[東]牧光二,ケンレーシング組合,,0,201906020406
16,3,6,ミスターバトルマン,牡3,54.0,菊沢一樹,2:08.9,7,10-8-12-11,40.2,358.0,16.0,444(-10),[東]的場均,西本資史,,0,201906020406
1,8,10,メイショウテンゲン,牡3,56.0,池添謙一,2:03.3,,6-6-4-5,36.7,39.1,8.0,458(-8),[西]池添兼雄,松本好雄,"5,471.4",1,201906020411
2,5,5,シュヴァルツリーゼ,牡3,56.0,石橋脩,2:03.5,1.1/2,9-9-9-7,36.2,20.2,6.0,488(+10),[東]堀宣行,サンデーレーシング,"2,220.4",1,201906020411
3,7,8,ブレイキングドーン,牡3,56.0,福永祐一,2:03.7,3/4,8-8-8-7,36.7,7.3,4.0,498(+4),[西]中竹和也,前田幸貴,"1,410.2",1,201906020411
4,2,2,ニシノデイジー,牡3,56.0,勝浦正樹,2:03.7,アタマ,4-5-4-2,37.1,2.7,1.0,496(+6),[東]高木登,西山茂行,810.0,0,201906020411
5,3,3,カントル,牡3,56.0,Ｍ．デム,2:03.7,ハナ,3-3-4-2,37.1,5.3,3.0,464(+4),[西]藤原英昭,金子真人ホールディングス,540.0,0,201906020411
6,4,4,サトノラディウス,牡3,56.0,武豊,2:04.0,1.3/4,6-6-7-9,37.1,10.1,5.0,490(-4),[東]国枝栄,サトミホースカンパニー,,0,201906020411
7,1,1,ラストドラフト,牡3,56.0,田辺裕信,2:04.0,アタマ,1-1-1-1,37.7,2.9,2.0,452(-4),[東]戸田博文,社台レースホース,,0,201906020411
8,8,9,ナイママ,牡3,56.0,柴田大知,2:04.0,クビ,4-3-2-2,37.6,63.0,9.0,450(+2),[地]河津裕昭,岡田繁幸,,0,201906020411
9,6,6,ヴァンケドミンゴ,牡3,56.0,ミナリク,2:05.3,8,2-2-2-5,38.9,37.7,7.0,468(+4),[西]藤岡健一,幅田昌伸,,0,201906020411
10,7,7,ラバストーン,牡3,56.0,江田照男,2:07.5,大,10-10-10-10,38.7,237.4,10.0,456(+2),[東]大江原哲,田頭勇貴,,0,201906020411
1,5,5,ノチェブランカ,牝4,54.0,Ｍ．デム,2:34.8,,4-4-4-4,35.7,2.9,2.0,454(-6),[東]国枝栄,吉田勝己,"1,514.7",1,201906020308
2,7,7,マイネルヴンシュ,牡5,57.0,柴田大知,2:35.0,1.1/4,3-3-2-1,36.1,2.9,1.0,472(+12),[東]水野貴広,サラブレッドクラブ・ラフィアン,604.2,1,201906020308
3,2,2,グラットシエル,牡5,57.0,ルメール,2:35.3,2,2-2-2-2,36.5,4.3,3.0,502(-10),[西]石坂正,社台レースホース,382.1,1,201906020308
4,3,3,サトノシャーク,牡5,57.0,大野拓弥,2:35.8,3,6-7-7-7,36.1,7.1,4.0,532(+2),[東]田中博康,サトミホースカンパニー,230.0,0,201906020308
5,6,6,マスラオ,セ5,57.0,武藤雅,2:36.0,1.1/4,6-5-6-6,36.8,27.1,7.0,444(-4),[東]金成貴史,Ｇリビエール・レーシング,150.0,0,201906020308
